sentence1,sentence2,label
"دغه وزارت وايي دغه کډوال چې په ټوله کې ۹۴ کورنۍ کېږي، د مرستو ترلاسه کولو لپاره د کډوالۍ نړیوال سازمان ته وروپېژندل شول.",په وروستیو کې په پاکستان کې افغانان د پاکستاني پولیسو له‌خوا په بېلابېلو نیول کېږي او ترڅنګ یې پاکستانی حکومت د ډېرو هغو افغانانو ویزې نه‌ تمدیدوي چې هلته یې د ویزو موده پای ته رسېدلې ده.,NP
طالبان: درېیو ورځو کې له پاکستانه افغانستان ته ۵۵۷ کډوال بېرته ستانه شوي,له پاکستانه د درېیو ورځو پر مهال افغانستانه ته د څه باندې ۵۰۰ کډوالو د ستنېدو خبر ورکړل شوی دی.,P
کرکټ؛ بنګله‌دېش سره د شل اووره سياليو لپاره کوم افغان لوبغاړي اخيستل شوي؟,"د افغانستان کرکټ بورډ وايي، د بنګله‌دېش د شل اووره سیالیو لپاره زیات هماغه لوبغاړي اخیستل شوي، چې په پنځوس اووره لوبو کې هم وو.",P
"که څه هم افغانستان د بنګله‌دېش په وړاندې پرونۍ پنځوس اووره یا یو ورځنۍ سیالي وبایلله، خو افغانستان بیا هم د تېرو دوو بریاوو له کبله د دې لوبلړۍ ګټونکی شو.","په پام کې ده افغانستان او بنګله‌دېش دوې شل اووره سیالۍ هم وکړي، چې لومړۍ به یې راروانه جمعه او بله د یکشنبې په ورځ وي.",NP
کرکټ؛ بنګله‌دېش په درېیمه سیالۍ کې افغان لوبډلې ته ماتې ورکړه,بنګله‌دېش په درېیمې سیالۍ کې افغان لوبډلې ته ماتې ورکړه او لوبلړۍ افغانستان وګټله.,P
د بنګله‌دېش کرکټ ملي لوبډلې په درېیمې یو ورځنۍ سیالۍ کې د ۷ ویکټو په توپير افغان لوبډلې ته ماتې ورکړه.,"ښاروالي وايي، دې کورنیو ته یې مخکې خبر ورکړی و او بدیل ځای یې هم ورته ټاکلی و.",NP
"دغه سیالي چې نن د کابل پر وخت غرمې ۱۲:۳۰ بجې پیل شوې وه، افغان لوبډلې د پچې په ګټلو سره توپوهنه غوره کړه.",د ناروې د کډوالو شورا په یوه بیان کې په سیمه کې د خپلو همکارانو په حواله وايي چې په دې ځای کې د کورنیو بې‌ځایه شویو شاوخوا ۲۸۰ بې نقشې کورونه ودان دي.,NP
په نننۍ سیالۍ کې د افغان لوبډلې د پیل توپوهونکي ښه ونه ځلېدل او ژر ژر یې خپلې ویکټې له لاسه ورکړې.,په بیان کې ادعا شوې چې د دې کورنیو د ایستلو په جریان کې دوه ماشومان چې یو ۴ کلن او بل ۱۵ کلن وو هم مړه شوي.,NP
"دغه راز د منځنۍ کچې توپوهونکو هم د بنګله‌دېشي توپ اچونکو مقابله ونه کړای شو، او یوازی عظمت الله عمرزی و چې په دې سیالۍ کې یې نیمه سلیزه جوړه کړه.",کابل ښاروالۍ تر اوسه په دې اړه څه نه‌دي ویلي.,NP
افغان لوبډلې د ټولو لوبغاړو په سوځېدو سره په ۴۶ اورونو کې د ۱۲۷ منډو هدف ټاکلی و.,دا لوبه د کابل په وخت د غرمې په ۱۲:۳۰ بجې پیل شوې ده.,NP
بنګله‌دېش یاد هدف د ۳ ویکټو په تاوان په ۲۴ اور کې پوره کړ.,د بنګله‌دېش په کوربه توب د دې لړۍ دوه تېرې لوبې افغانستان ګټلې.,NP
یادې لوبډلې ته لوبډلمشر لیټن ډاس نیمه سلیزه ووهله او په افغان توپ اچونکو کې یو وار بیا فضل حق فاروقي دوه او محمدنبي یوه ویکټ واخیسته.,د افغانستان او بنګله‌دېش لوبډلې به دوه شل اووریزې لوبې هم وکړي چې لومړۍ یې د جمعې او دویمه یې د راروانې یکشنبې په ورځ په پام کې ده.,NP
په دې سیالۍ کې دوه افغان لوبغاړو عبدالرحمن رحماني او ضیااکبر ته هم په لومړي ځل په یو ورځنیو نړیوالو سیالیو کې د لوبېدو موقع ورکړل شوې وه.,د کرکټ په نړیوال جام کې چې د اکټوبر په پنځمه په هند کې پیلېږي هم د افغان لوبډلې لومړۍ لوبه د اکټوبر په اومه له بنګله‌دېش سره پلان شوې ده,NP
باید وویل شي چې دغه لوبلړۍ افغانستان دوه د یو پر وړاندې وګټله او دا لومړی ځل دی چې افغانستان په بنګله‌دېش کې له خپل کوربه څخه د یو ورځنیو سیالیو لوبلړۍ ګټي.,دواړه لوبډلې به د روانې میاشتې په نیمايي کې دوه شل اوریزې سیالۍ هم ترسره کړي.,NP
نن د افغانستان او بنګله‌دېش کرکټ لوبډلو ترمنځ درېيمه يو ورځنۍ سیالي ده,د افغانستان او بنګله‌دېش د کرکټ لوبډلو ترمنځ د درې یو ورځنیو نړیوالو سیالیو د لړۍ وروستۍ لوبه به نن ترسره شي.,P
ټاکل شوې دغه لوبه د بنګله‌دېش د چاټوګرام په لوبغالي کې د کابل پر وخت د غرمې په ۱۲:۳۰ بجو پیل شي.,یونېسف پرون په خپل ټویټر کې لیکلي چې د افغانستان د بشري مرستو د صندوق په مرسته یې روغتیايي مرکزونو ته د دې ناروغۍ د درملنې بستې انتقال کړي چې د ۱۳۷ زره ناروغانو د درملنې لپاره ترې ګټه اخیستلای شي.,NP
"افغان ټیم که څه هم دوه پر صفر مخکې دی او د لوبلړۍ جام یې ګټلی، خو بیا هم به په درېیمه لوبه کې به بنګله‌دېش سره مخ شي.","د روغتیا د نړیوال سازمان په تازه راپور کې ویل شوي، چې تېر دوبي په افغانستان کې څه باندې دوه لکه کسان په شدیدې نس ناستې یا اسهال اخته شوي، چې ۷۶ یې مړه شوي دي.",NP
د شنبې ورځې په لوبه کې افغان لوبډلې کوربه لوبډلې ته د ۱۴۲ منډو په ستر توپیر ماتې ورکړه.,راپور زیاتوي چې په افغانستان کې په دې ناروغۍ د اخته کسانو ۵۴ فیصده او شاوخوا ۸۰ سلنه قربانیان تر پنځو کلونو کم‌عمره ماشومان وو.,NP
سلیوان: مونږ طالبان د دوحې تړون کې په خپلو ژمنو پابند ساتو,"یو جګپوړی امریکايي چارواکی وايي، حکومت یې هڅه کوي چې طالبان پر خپلو ژمنو عمل وکړي او افغانستان بیا د ترهګرو پر ځاله بدل نه‌شي.",P
په دوحه کې د ۲۰۲۰ کال د فبرورۍ په تړون کې طالبانو ژمنه وکړه چې د القاعده په ګډون به هېڅ ډلې ته اجازه نه ورکوي چې د افغانستان خاوره د کوم هېواد پر ضد وکاروي.,سلیوان زیاته کړه چې هغه هره ورځ نه ستړي کېدونکی کار کوي ترڅو ډاډ ترلاسه کړي چې ژمنې پوره کېږي او هغه نه‌شي کولی له دې څخه ډېر څه ووايي.,NP
طالبانو په افغانستان کې د پاتې شویو امریکايي وسلو د پلور راپورونه رد کړل,"د طالبانو حکومت هغه راپورونه رد کړي چې وايي، له امریکايي ځواکونو پاتې وسلې او تجهیزات یې پر نورو اړخونو پلورلي دي.",P
په امریکا کې دېره د افغانستان د سولې د څار نادولتي ټولنې په خپل یوه وروستي راپور کې ویلي چې د طالبانو تر واکمنۍ لاندې افغانستان کې د وسلو د پلور او پېر بازار تود شوی دی.,"د بنګله‌دېش په کوربه‌توب د دې لړۍ دوه مخکېنۍ لوبې افغانستان ګټلې، چې لومړۍ یې د باران له کبله د څو وقفو په پای کې د افغانستان په ګټه اعلان شوه او دویمه هم افغان لوبډلې د ۱۴۲ منډو په توپیر وګټله.",NP
"په راپور کې راغلي چې د وسلو د پلور او پېر ډېره برخه په کندهار، هلمند او ننګرهار ولایتونو کې ترسره کېږي.","سبا د جولای په لسمه د دواړو لوبډلو درېیمه لوبه د کابل په وخت د غرمې په دولس نیمو بجو پیلېږي او نتیجه به یې د افغانستان لپاره کوم لوی توپیر ونه‌لري، ځکه لړۍ افغانستان ګټلې ده.",NP
د طالبانو د حکومت ویاند ذبیح الله مجاهد دا په امریکا کې د ځینو کړیو ادعا بللې او نن د جولای په لسمه یې پر خپل ټویټر ولیکل چې دا راپور حقیقت نه‌لري.,د کرکټ په نړیوال جام کې چې د اکټوبر په پنځمه نېټه په هند کې پیلېږي هم د افغانستان لومړۍ لوبه چې د جولای په اوومه به وي له بنګلدېش سره پلان شوې ده,NP
"مجاهد وايي، د نړیوالو پوځیانو تر وتلو وروسته ټولې وسلې، تجهیزات او وسایط د هېواد په ډیپوګانو او ذخایرو کې خوندي شوي او هېچا ته اجازه نه‌شته چې آن یو میل وسله قاچاق کړي یا یې وپلوري.","د هلمند ځايي طالب چارواکي وایي، تښتوونکو د دغو هلکانو له کورنۍ څخه د دوی د خوشې کېدو په بدل کې د درېیو میلیونو افغانیو غوښتنه کړې وه.",NP
"فرانسې خبري اژانس د پېرو د لویې څارنوالۍ د دفتر په حواله لیکلي، دغو افغانانو قاچاق وړونکو ته پیسې ورکړې وې چې اکوادور ته‌یې ورسوي.",د کرکټ په نړیوال جام کې چې د اکټوبر په پنځمه نېټه په هند کې پیلېږي هم د افغانستان لومړۍ لوبه چې د جولای په اوومه به وي له بنګلدېش سره پلان شوې ده,NP
"د سرچینې په وینا، د پېښې په تړاو دوه کسان نیول شوي دي.",خبر کې راغلي چې قاچاق وړونکو دغه خلک غولولي او د پیسو له اخیستو وروسته‌یې د برازیل پولې ته نږدې داسې یوه کور کې اچولي وو چې خوړو ته‌یې لاسرسی نه‌درلود.,NP
د هلمند ځایي سرچینې زیاتوي چې تښتوونکو ماشومان وژلي او وروسته یې د اوبو په یوه څاه کې اچولي وو.,ویل شوي چې په دغو ژغورل شویو افغانانو کې ۴ ماشومان هم شامل دي چې یو یې د دوو میاشتو دی.,NP
​​​​​​​پېرو کې ۲۳ افغانان د قاچاق کوونکو له منګولو ژغورل شوي,"د پېرو چارواکي وایي، ۲۳ افغانان‌یې پرون یکشنبه د برازیل پولې ته نږدې د قاچاق کوونکو له منګولو ژغورلي دي.",P
په هلمند کې د تښتول شویو دوو ماشومانو جسدونه موندل شوي,د هلمند په ګرشک ولسوالۍ کې د هغه دوو ماشومانو جسدونه موندل شوي چې درې ورځې وړاندې تښتول شوي وو.,P
یو شمېر افغان خبريالان: معلوماتو ته لاسرسی نه‌لرو,"د افغانستان د خبریالانو د بنسټ مشر حجت الله مجددي د یو شمېر هغو خبریالانو شکایتونه تایید کړل چې وایي، په خپل وخت اطلاعاتو ته لاسرسی نه‌لري.",P
د خوړو نړیوال پروګرام: يوازې پنځه ميليونه افغانانو ته مرستې رسولی شو,"د خوړو نړیوال پروګرام یا 'ډبلیو ایف پي' وایي، په افغانستان کې د ۱۵ ميلیون کسانو له ډلې چې له سختې لوږې سره مخامخ دي، اوس یې یوازې پنځه ميلیونو ته مرستې رسولی شي.",P
دې پروګرام پرون یکشنبې په یوه ټویټ کې ویلي چې تر راتلونکي ژمي پورې یو ميلیارد ډالره د بودجې کسر لري.,"د افغانستان د کرکټ ملي لوبډله له بنګله‌دېش سره درېيمې يو ورځنۍ لوبې ته چې سبا سې شنبه به ترسره شي، تياری نيسي.",NP
دا خبره د دې پروګرام مشرې هسیو وي لي د اروپا لپاره له ایوراکتیف رسنۍ سره په تازه مرکه کې کړي دي.,افغان لوبډلې د درېیو یو ورځنیو لوبو په ترڅ کې د شنبې په ورځ هم د بنګله‌دېش ټیم ته ماتې ورکړه او لوبلړۍ یې خپله کړه.,NP
"د خوړو نړیوال پروګرام څلور ورځې وړاندې په یوه بل ټویټ کې ویلي وو، چې په افغانستان کې ۸۷ سلنه کورنۍ د خوړو لپاره کافي خوراکي مواد نه‌لري.",ټاکل شوې د دې لړۍ وروستۍ لوبه سبا په چاټوګرام سټډیوم کې ترسره شي.,NP
په کندهار کې اورلګېدنې ميليونونه افغانۍ زيان اړولی,د کندهار د تېلو په یوه عمومي پلورنځي کې د اورلګېدني له امله ميلیونونه افغانۍ زیان رسېدلی دی.,P
"په کندهار کې د طالبانو د حکومت د امنیې قومندانۍ مطبوعاتي دفتر په یوه خپاره کړي بیان کې ویلي چې دغه اورلګېدنه پرون ناوخته پیل شوه، چې وروسته د اطفایې په مرسته مهار شوه.","د دې سپین ږیري د مړینې لامل، هويت او خپلوان يې نه دي معلوم او دا مهال یې جسد د شاه وليکوټ ولسوالۍ په روغتيايي کلينيک کې پروت دی.",NP
"د سرچینې په وینا، د اورلګېدنې په دې پېښه کې ځینې کسان برسېرن ټپیان شوي او اته ميلیونه افغانۍ مالي زیان اوښتی دی.",د کندهار لپاره د طالبانو امنیتي چارواکو تر اوسه په دې اړه څه نه دي ویلي.,NP
په کندهار کې د طالبانو د نورم او سټندرډ ادارې رییس محب الله عزام ویلي چې د اورلګېدنې علت د برښنا شارټي وه.,د خوندیتوب د اصولو نه رعایت او نورې بې احتیاطۍ په افغانستان کې د ځینو اورلګېدنو اصلي علت ګڼل کېږي.,NP
د کندهار په شاوليکوټ کې د يو سپين ږيري جسد موندل شوی,یوه سرچینه وایي چې د کندهار د شاه وليکوټ ولسوالۍ په حسنزو سیمه کې د یوه سپين ږيري جسد چې نیم ژویو خوړلی موندل شوی دی.,P
ډبلیو ایف پي' په افغانستان کې دننه د ۱۹ ټنه بشري مرستو د رسولو خبر ورکړی,"د خوړو نړیوال پروګرام وايي، روان میلادي کال یې د ملګرو ملتونو د بشري هوايي خدماتو د ادارې په همکارۍ افغانستان کې څه باندې ۱۵۰۰ الوتنې کړي او نږدې ۸۵۰۰ مسافر او ۱۹ ټنه د بشري مرستو بستې یې رسولي.",P
"په دې بستو کې طبي تجهیزات، دارو درمل او واکسینونه شامل و.","دغې ادارې نن په خپل ټویټر کې په دې باب نور توضیحات نه دي ورکړي، چې دغه الوتنې کومو کومو ولایتونو ته شوې دي.",NP
طالبانو د صادراتو په کچه کې د زیاتوالي ادعا کړې,د طالبانو د حکومت د مالیې وزارت وايي چې د روان کال په لومړۍ ربعه کې بهر ته د افغانستان د صادراتو کچه دېرش میلیارده او ۵۳۶ میلیون افغانۍ او د وارداتو کچه یې څه باندې ۱۷۳ میلیارده افغانۍ وه.,P
د افغان - چاينا شرکت په سرپل کې د تېلو د استخراج چارې پيل کړي,د افغان- چاینا په نوم شرکت د سرپل ولایت د تېلو له څاګانو څخه د تېلو استخراج چارې پیل کړې دي.,P
"باختر خبري آژانس چې طالبان یې اداره کوي پرون خبر ورکړ چې نوموړي شرکت د سرپل ولایت د قشقري سیمې له دولسو او د آق دریا سیمې له دوو څاګانو څخه د تېلو استخراج پیل کړی، خو آژانس یې دقیقه نېټه نه ده ښودلې.",له دې مخکې د طالبانو د حکومت د اقتصاد وزارت ویاند ویلي وو چې د افغان چاینا شرکت د روغتیا او د برښنا او سمنټو د تولید په برخو کې شاوخوا ۳۵۰ میلیون ډالره پانګونه کوي.,NP
کرکټ؛ افغانستان له بنګله‌دېش د يو ورځنيو سياليو لوبلړۍ وګټله,د افغانستان د کرکټ ملي لوبډله بنګله‌دېش ته په پرونۍ لوبه کې د درنې ماتې له ورکولو او د لوبلړۍ له ګټلو وروسته خپلې درېیمې لوبې ته تیاري نیسي.,P
د افغانستان او بنګله‌دېش ترمنځ د ۳ یوورځنیو لوبو درېیمه او وروستۍ د سه شنبې په ورځ بیا هم د چاټوګرام په لوبغالي کې په پام کې ده.,په نړیوال جام کې چې د اکټوبر په پنځمه په هند کې پیلېږي هم د افغان لوبډلې لومړۍ لوبه له بنګله‌دېش سره د اکتوبر په اوومه په پام کې ده.,NP
کرکټ؛ افغانستان بنګله‌دېش ته د ۳۳۲ منډو هدف وټاکه,د افغانستان او بنګله‌دېش ترمنځ د کرکټ دويمه يو ورځنۍ لوبه کې د لوبې پچه بنګله‌دېش وګټله او د توپ اچونې پرېکړه يې وکړه.,P
افغان لوبډلې په ۵۰ اورونو کې د ۹ لوبغاو په سوځېدو ۳۳۱ منډې وکړې او سيالې لوبدلې ته يې د ۳۳۲ منډو هدف وټاکه.,"دغه راز محمد نبي ۲۵، رحمت شاه ۲، لوبډلمشر حشمت شهيدي ۲، نجيب ځدران ۱۰ راشدخان ۶، عظمت الله عمرزي ۲، مجيب الرحمن ۵ او فضل الحق فاروقي يوه منډه جوړه کړه.",NP
په دې لوبه کې دوه پيليز لوبغاړو سليزې ووهلې چې رحمن‌الله ګربز ۱۴۵ او ابراهيم ځدراڼ سل منډې جوړې کړې.,د يادونې ده چې له بنګله‌دېش سره د افغان لوبډلې لومړۍ يوه ورځنۍ لوبه هم افغان لوبډلې د ۱۷ منډو په توپير ګټلې وه.,NP
ملګرو ملتونو يو شمېر افغان نجونو ته کاري زمينه برابره کړې,"د کډوالو په چارو کې د ملګرو ملتونو لویه کمېشنري وايي، ګڼو هغو نجونو ته یې هم د لاسي کار زمینه برابره کړې، چې له شپږم ټولګي پورته له نورو زده‌کړو محرومې پاتې دي.",P
"دغې ادارې نن په خپل ټویټر کې خبر ورکړی، چې د افغان ښځو د مهارتونو د ودې د سازمان په همکارۍ یې د بې‌ځایه شویو کسانو لپاره د بلخ ولایت په امېد فردا ښارګوټي کې د ګلدوزۍ یوه پروژه پیل کړې ده.","په کندهار کې د طالبانو د امنیې قومندانۍ ویاند مولوي صابر پېښه تاییدوي او وایي، په دې اړه څېړنې روانې دي، چې د فریدې په نوم دغه ۱۸ کلنې ښځې ځانوژنه کړې او که د بل چا له خوا ویشتل شوې او وژل شوې ده.",NP
"د دې ادارې د ټویټونو له مخې یو ټوکر چې د څو اوونیو لپاره ګلدوزي ورباندې وشي، په مرسته یې دغه ښځې له ۵۰۰ څخه تر ۱۰۰۰ افغانیو عواید ترلاسه کوي.",دا په داسې حال کې ده چې دوې ورځې مخکې د کندهار په عینو مېنه کې هم یوه ښځه د خپل خاوند له‌خوا ویشتل شوې او وژل شوې وه.,NP
"طالبانو پر افغانستان د ولکې له بیا ټینګولو وروسته پر ښځو او نجونو خپلو محدودیتونو ته دوام ورکړی او هغه ښځې هم له کارونو محرومې شوي، چې د کورونو سرپرستې ور ترغاړې ده.",تر اوسه د دغو دواړو پېښو علت نه‌دی معلوم.,NP
د کندهار په ميوند کې يوه ښځه وژل شوې,د کندهار په ميوند ولسوالۍ کې یوه ښځه په ښکاري ټوپک وژل شوې ده.,P
کرزي د جرمني له بهرنیو چار وزیرې سره د نجونو پر زده کړو خبرې کړي,"د افغانستان پخواني ولسمشر حامد کرزي، د جرمني د بهرنیو چارو له وزیرې انالینا بایربوک سره د نجونو پر تعلیم خبرې وکړې.",P
د اعلامیې له مخې دواړو لوریو په خپلو خبرو کې د بین الافغاني خبرو پر اهمیت هم نظرونه تبادله کړل.,طالبانو لا هم نجونو ته تر شپږم ټولګي پورته د نور تعلیم اجازه نه ده ورکړه او په پوهنتونو کې یې د نجونو او ښځو تحصیل هم منع کړی دی.,NP
امریکا کې ګڼو فعالانو د یوه افغان د وژنې په تړاو د انصاف غوښتنه کړې,د امریکا په متحدو ایالتونو کې ګڼو فعالانو د یوه افغان د وژنې په تړاو د انصاف غوښتنه کړې ده.,P
"په واشنګټن ډي سي کې د نصرت احمدیار په نوم افغان چې دوه کاله مخکې امریکا ته کډه شوی و، د لیفت په نوم شرکت لپاره یې ټکسي چلوله، د دوشنبې سهار وختي د څلورو وسله والو کسانو له خوا ووژل شو.",افغانستان توانېدلی په خپله لومړۍ یو ورځنۍ سیالۍ کې کوربه بنګله‌دېش ته د ۱۷ منډو په توپیر ماتې ورکړي.,NP
"په افغانستان کې پخواني سرتېري سکاټ کریګان لیکلي، چې له احمدیار مېرمن او څلور اولادونه پاتې دي.",دواړه هېوادونه به خپله درېیمه یو ورځنۍ سیالي راروانه سې‌شنبه وکړي او بیا به دوې شل اووره سیالي کوي.,NP
"د امریکا این بي سي نیوز پرون راپور ورکړی، چې دغه ۳۱ کلن افغان په افغانستان کې د امریکا له ځانګړو ځواکونو سره د ترجمان په توګه کار کړی دی.",لومړۍ شل اووره سیالي به راروانه جمعه او بله د جولای پر ۱۶مه وکړي.,NP
د دغه افغان له کورنۍ سره د مرستې لپاره په انلاین بڼه د بسپنې ټولولو دوه کمپاینونه شروع شوي چې تر جمعې یې ۶۰زره امریکايي ډالره راټول کړي دي.,ومان د ښیښې په نوم مخدرو موادو په جوړولو کې کارول کېږي.,NP
"د امریکا این بي سي نیوز پرون راپور ورکړی، چې دغه ۳۱ کلن افغان په افغانستان کې د امریکا له ځانګړو ځواکونو سره د ترجمان په توګه کار کړی دی.",لومړۍ شل اووره سیالي به راروانه جمعه او بله د جولای پر ۱۶مه وکړي.,NP
"د دې قتل انګېزه لا معلومه نه ده، خو د امنیتي کامرو په ویډیو کې څلور کسان د پېښې له ځایه د تېښتې په حال کې ښکاري.",د سمنګان امنیه قوماندانۍ په یوه بیان کې چې نن خپور شو ویلي چې دا بوټي په مرکز ایبک ښار کې د امنیه قوماندانۍ د کارکوونکو د هڅو په نتیجه کې کشف او وروسته وسوځول شول.,NP
"پولیسو ویلي، هغه کس ته به ۲۵زره ډالره جایزه ورکړي، چې معلومات یې د تورنو کسانو د نیولو یا هم محکومېدو سبب شي.",د بیان له مخې په دې تور دوه مشکوک کسان هم نیول شوي دي.,NP
کرکټ؛ نن د افغانستان او بنګله‌دېش دویمه یو ورځنۍ سیالي ده,"د افغانستان کرکټ بورډ هیله من دی، چې افغانستان به وکړای شي په بنګله‌دېش کې له کوربه هېواد نننۍ پنځوس اووره یا یو ورځنۍ سیالي هم وګټي.",P
بریتانیا په افغانستان کې روانو ستونزو ته د حل لار لټوي,"د افغانستان لپاره د بریتانیا د سفارت شارژدافېر وايي، کابل ته د سفر پر مهال یې د هغو فرمانونو په اړه د طالبانو چارواکو ته خپله اندېښنه څرګنده کړه چې د ښځو او نجونو حقونه محدودوي.",P
"رابرټ ډیکسن چې نوی په دې دنده ګومارل شوی وايي، کابل ته د دې لپاره راغلی چې په افغانستان کې روانو ستونزو ته یوه حل لاره ومومي.",د واشنګتن ډي سي پولیسو پرون تایید کړه چې د نصرت احمدیار په نوم دغه افغان د سه شنبې په ورځ د واشنګتن په شمال ختیځه څنډه کې په ډزو ویشتل شوی او ځای په ځای یې ساه ورکړې.,NP
نوموړی وايي چې د ده سفر د افغانستان د مثبتې راتلونکې لپاره د بریتانیا د ژمنې څرګندونه کوي.,د واشنګټن ډي سي پولیسو د هغو معلوماتو په بدل کې ۲۵ زره ډالر انعام ټاکلی چې د نصرت د وژنې د عامل یا د مرتکبینو د نیولو لامل شي.,NP
"مخکې له دې د طالبانو د حکومت د بهرنیو چارو وزارت په یو بیان کې ویلي و، بریتانیا له افغانستان سره د اړیکو د ښېګڼې لپاره هیله څرګنده کړې او د بهرنیو چارو سرپرست وزیر امیرخان متقي غوښتنه کړې چې بریتانیا دې له افغانستان سره ډاډمن تعامل وکړي.",په امریکا کې ځینو مېشتو افغانانو د نصرت احمد یار له کورنۍ سره د مرستې لپاره یو پروګرام هم جوړ کړی چې تر دې دمه ورته څه باندې ۱۶زره ډالر ټول شوي.,NP
پر افغان ښځو او نجونو محدودیتونه هغه ستونزه ده چې بریتانیا او د نړۍ نور هېوادونه یې د طالبانو له حکومت سره په مخالفت کې درولي دي.,د راپورونو له مخې نصرت احمدیار د افغانستان یو پخوانی پوځي وو چې امریکا ته کډه شوی و.,NP
امریکا کې د یو افغان وژنه؛ پولیسو د عاملانو نیونې لپاره ۲۵ زره ډالر انعام ټاکلی,یو افغان وګړی د امریکا په پلازمېنه واشنګټن ډي سي کې په ډزو وژل شوی دی.,P
طالبانو په کاپیسا کې د یوې ډبرينې مجسمې د کشف خبر ورکړی,په کاپیسا ولایت کې د طالبانو یو چارواکی وايي چې یوه ډبرینه مجسمه یې په یوه کور کې کشف کړې ده.,P
ده زیاته کړه چې دغه سړی په دې تړاو نیول شوی دی.,"دا پېښه د جون په یوولسمه د نانت ښار په زړه کې شوې وه خو دغه افغان چې ۲۹ کلن دی، د جون په ۲۹ مه رسماً تورن شو.",NP
د کاپیسا د امنیه قوماندانۍ د ویاند په وینا دا مجسمه تر زرو کلونو پخوانۍ ده,"د فرانسې د خبري رسنیو د راپور له مخې، پولیس وايي چې تورن یې د هغو نښو او شواهدو پر اساس وموند چې نجلۍ دوی ته بیان کړي وو.",NP
له چين څخه په سوداګري مالونو بار یو رېلګاډی افغانستان ته روان شوی,د چین د ګانسو د شمال لوېدیځ ولایت له مرکز لینژو څخه په سوداګري مالونو بار یو ریلګاډی افغانستان ته وخوځېد.,P
فرانسه کې یو افغان پر جنسي تېري تورن شوی,د فرانسې په نانت ښار کې یو افغان کډوال تورن شو چې پر یوې دوولس کلنې نجلۍ یې جنسي تېری کړی دی.,P
"دا پېښه د جون په یوولسمه د نانت ښار په زړه کې شوې وه خو دغه افغان چې ۲۹ کلن دی، د جون په ۲۹ مه رسماً تورن شو.","ملګرو ملتونو ویلي، پر سینګارتونو بندیز به پر اقتصاد منفي اغېز وکړي او له طالبانو يې غوښتي، چې له دې پرېکړې په شا شي.",NP
"د فرانسې د خبري رسنیو د راپور له مخې، پولیس وايي چې تورن یې د هغو نښو او شواهدو پر اساس وموند چې نجلۍ دوی ته بیان کړي وو.",د بشر د حقونو د څار سازمان هم د طالبانو دا پرېکړه غندلې ده.,NP
هغې ویلي چې تورن کس په زوره له لاسه نیولې او د ښار په مرکزي برخه کې یې د یوه پله لاندې بیولې او له تجاوزه وروسته یې همالته پرې ایښې ده.,د طالبانو د امربالمعروف او نهی عن المنکر وزارت چارواکو سینګارتونونو ته یوه میاشت وخت ورکړی څو خپلې دروازې وتړي.,NP
د طالبانو د امر بالمعروف او نهی عن المنکر وزارت ویاند محمد صادق عاکف مهاجر نن د ښځینه سینګارتونونو د تړلو په اړه د دوی د ناندریزې پرېکړې ننګه وکړه.,طالبانو د ښځینه سینګارتونونو د تړلو لامل په ډاګه کړ,P
چارواکي: په کاپیسا کې یو ملا امام د لاسي بم چاودنې له کبله وژل شوی,چارواکي: په کاپیسا کې یو ملا امام د لاسي بم چاودنې له کبله وژل شوی,P
"په کاپيسا کې د طالبانو امنیه قومانداني وايي، پېښه تېره شپه د کوهستان په دويمه حصه ولسوالۍ کې شوې ده.","د افغانستان په اړه په دې راپور کې د ملګرو ملتونو د سرمنشي انټونیو ګوټېرېش خبرو ته اشاره شوې چې ویلي یې دي: ""په افغانستان کې د ماشومانو د ګمارنې او له هغوی سره د تاوتریخجن چلند ۱۷۹۷ پېښې ثبت شوي.""",NP
"د طالبانو د امنیه قومندانۍ ویاند عبدالفتاح فایز ازادي راډیو ته وویل، چې د محمد ظريف په نوم ديني عالم د هغه لاسي بم په چاودنه کې وژل شوی، چې د جومات په حجره کې یې له ځان سره ساتلی و.","د ملګرو ملتونو د دغه راپور له مخې، طالبانو په تېرو کلونو کې ۴۹۴ ماشومان د جګرې لپاره ګمارلي دي.",NP
"د فایز د معلوماتو له مخې، د دغه دیني عالم کورنۍ ادعا کوي چې دغه ملا د شخصي دښمنۍ له امله وژل شوی دی.","طالبان دغه راز تورن شوي، چې په ۲۰۲۲م کال کې یې ۶۹ هلکان له ملي مقاومت جبهې سره د تړاو په تور نیولي.",NP
"د فايز په وينا، د دغه ديني عالم د وژنې په تړاو ۳ تنه نيول شوي دي.","سرچینه زیاتوي، چې تراوسه له دې ډلې ۲۹ تنه بېرته خوشې شوي او ۲ نور یې د طالبانو په توقیف کې مړه شوي.",NP
"ځينې ځايي سرچينې چې ځانونه د ازادۍ جبهې غړي بولي، ادعا کوي چې د جومات ملا امام د طالبانو پلوى و او د دغې جبهې له خوا پرې بريد شوى دى.",د ملګرو ملتونو راپور همدارنګه تایید کړې چې ملي مقاومت جبهې هم ۱۵ ماشومان د جګړې لپاره استخدام کړي.,NP
خو فایز دغه ادعا ردوي.,مقاومت جبهې او طالبانو لا د ملګرو ملتونو د دغه راپور په اړه تبصره نه ده کړې.,NP
